ano_ingresso,ano_nasc,ano_referencia,atingiu_pv,ativo_inativo,avaliador_1,avaliador_2,avaliador_3,avaliador_4,avaliador_5,avaliador_6,cf,cg,ct,data_nascimento,defasagem,destaque_ida,destaque_ieh,destaque_ipv,escola,fase,fase_ideal,genero,iaa,ian,ida,idade,ieg,inde_2023,inde_2024,inde_22,inde_23,indicado,ingles,instituicao_de_ensino,ipp,ips,ipv,matematica,nome_anonimizado,num_av,pedra_20,pedra_2023,pedra_2024,pedra_21,pedra_22,pedra_23,portugues,ra,rec_av1,rec_av2,rec_av3,rec_av4,rec_psicologia,turma,inde,pedra,pedra_20_NUM,pedra_2023_NUM,pedra_2024_NUM,pedra_21_NUM,pedra_22_NUM,pedra_23_NUM,pedra_NUM
2022,2011,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2011-04-20,-1.0,nan,nan,nan,,FASE 2,Fase 3 (7° e 8° ano),Feminino,6.9,5.0,6.8,12,9.0,7.116633333,,6.407,,nan,,Privada,7.708333333,2.52,8.71,6.3,Aluno-494,3.0,nan,Ametista,,nan,Ágata,nan,7.3,RA-494,nan,nan,nan,nan,nan,2A,7.116633333,nan,0.0,3.0,0.0,0.0,2.0,0.0,0.0
2018,2011,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2011-02-04,-1.0,nan,nan,nan,,FASE 2,Fase 3 (7° e 8° ano),Masculino,0.0,5.0,8.3,12,7.1,6.603666667,,6.683,,nan,,Privada,7.916666667,5.0,8.71,7.5,Aluno-496,3.0,Quartzo,Agata,,Quartzo,Ágata,nan,9.0,RA-496,nan,nan,nan,nan,nan,2A,6.603666667,Quartzo,1.0,2.0,0.0,1.0,2.0,0.0,1.0
2016,2009,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2009-01-07,-2.0,nan,nan,nan,,FASE 2,Fase 4 (9° ano),Feminino,5.3,5.0,3.5,14,8.7,5.7191,,6.323,,nan,,Privada - Programa de apadrinhamento,6.25,2.52,6.885,1.7,Aluno-497,3.0,Quartzo,Quartzo,,Quartzo,Ágata,nan,5.3,RA-497,nan,nan,nan,nan,nan,2A,5.7191,Quartzo,1.0,1.0,0.0,1.0,2.0,0.0,1.0
2023,2010,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2010-12-23,-1.0,nan,nan,nan,,FASE 2,Fase 3 (7° e 8° ano),Feminino,0.0,5.0,6.0,13,9.8,6.195833333,,,,nan,,Pública,7.083333333,2.52,7.8775,8.0,Aluno-1074,3.0,nan,Agata,,nan,nan,nan,4.0,RA-1074,nan,nan,nan,nan,nan,2A,6.195833333,nan,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2020,2012,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2012-01-31,0.0,nan,nan,nan,,FASE 2,Fase 2 (5° e 6° ano),Feminino,8.4,10.0,6.2,11,6.4,7.1043,,7.621,,nan,,Privada,7.5,2.52,8.7525,3.3,Aluno-486,3.0,Topázio,Ametista,,Topázio,Ametista,nan,9.0,RA-486,nan,nan,nan,nan,nan,2A,7.1043,Topázio,4.0,3.0,0.0,4.0,3.0,0.0,4.0
2023,2010,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2010-12-19,-1.0,nan,nan,nan,,FASE 2,Fase 3 (7° e 8° ano),Feminino,0.0,5.0,5.5,13,9.6,6.591333333,,,,nan,,Pública,7.708333333,5.0,9.0025,5.0,Aluno-1075,3.0,nan,Agata,,nan,nan,nan,6.0,RA-1075,nan,nan,nan,nan,nan,2A,6.591333333,nan,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2019,2012,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2012-08-13,0.0,nan,nan,nan,,FASE 2,Fase 2 (5° e 6° ano),Masculino,9.0,10.0,9.7,11,10.0,9.013866667,,8.814,,nan,,Privada - Programa de Apadrinhamento,9.791666667,2.52,9.7625,9.8,Aluno-578,3.0,Ametista,Topázio,,Topázio,Topázio,nan,9.5,RA-578,nan,nan,nan,nan,nan,2A,9.013866667,Ametista,3.0,4.0,0.0,4.0,4.0,0.0,3.0
2021,2013,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2013-01-17,0.0,nan,nan,nan,,FASE 2,Fase 2 (5° e 6° ano),Masculino,9.5,10.0,7.5,10,9.7,8.297866667,,8.229,,nan,,Privada,8.541666667,2.52,9.0075,7.2,Aluno-513,3.0,nan,Topázio,,Topázio,Topázio,nan,7.8,RA-513,nan,nan,nan,nan,nan,2A,8.297866667,nan,0.0,4.0,0.0,4.0,4.0,0.0,0.0
2019,2012,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2012-01-13,0.0,nan,nan,nan,,FASE 2,Fase 2 (5° e 6° ano),Feminino,8.5,10.0,9.5,11,9.9,8.988866667,,8.417,,nan,,Privada - Programa de Apadrinhamento,9.166666667,5.0,9.26,9.2,Aluno-487,3.0,Topázio,Topázio,,Topázio,Topázio,nan,9.7,RA-487,nan,nan,nan,nan,nan,2A,8.988866667,Topázio,4.0,4.0,0.0,4.0,4.0,0.0,4.0
2023,2011,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2011-11-08,-1.0,nan,nan,nan,,FASE 2,Fase 3 (7° e 8° ano),Feminino,9.0,5.0,8.5,12,9.7,7.901033333,,,,nan,,Pública,8.333333333,2.52,8.8775,9.0,Aluno-1076,3.0,nan,Ametista,,nan,nan,nan,8.0,RA-1076,nan,nan,nan,nan,nan,2A,7.901033333,nan,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2022,2012,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2012-08-04,0.0,nan,nan,nan,,FASE 2,Fase 2 (5° e 6° ano),Feminino,7.9,10.0,5.8,11,7.9,7.429466667,,7.576,,nan,,Privada,8.541666667,2.52,9.0075,2.8,Aluno-490,3.0,nan,Ametista,,nan,Ametista,nan,8.7,RA-490,nan,nan,nan,nan,nan,2A,7.429466667,nan,0.0,3.0,0.0,0.0,3.0,0.0,0.0
2022,2011,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2011-05-12,0.0,nan,nan,nan,,FASE 2,Fase 2 (5° e 6° ano),Masculino,9.5,10.0,5.0,12,9.6,7.560533333,,7.461,,nan,,Pública,7.708333333,2.52,8.3375,3.3,Aluno-491,3.0,nan,Ametista,,nan,Ametista,nan,6.7,RA-491,nan,nan,nan,nan,nan,2A,7.560533333,nan,0.0,3.0,0.0,0.0,3.0,0.0,0.0
2023,2012,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2012-03-04,0.0,nan,nan,nan,,FASE 2,Fase 2 (5° e 6° ano),Masculino,0.0,10.0,7.3,11,9.7,7.2115,,,,nan,,Pública,8.75,2.52,8.4225,6.8,Aluno-1077,3.0,nan,Ametista,,nan,nan,nan,7.8,RA-1077,nan,nan,nan,nan,nan,2B,7.2115,nan,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2022,2011,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2011-07-13,-1.0,nan,nan,nan,,FASE 2,Fase 3 (7° e 8° ano),Masculino,6.4,5.0,3.6,12,7.5,5.515466667,,6.71,,nan,,Pública,5.416666667,2.52,6.8,3.2,Aluno-484,3.0,nan,Quartzo,,nan,Ágata,nan,4.0,RA-484,nan,nan,nan,nan,nan,2B,5.515466667,nan,0.0,1.0,0.0,0.0,2.0,0.0,0.0
2022,2012,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2012-10-27,0.0,nan,nan,nan,,FASE 2,Fase 2 (5° e 6° ano),Masculino,6.4,10.0,7.5,11,8.6,7.671633333,,6.575,,nan,,Pública,8.333333333,2.52,8.6725,6.2,Aluno-508,3.0,nan,Ametista,,nan,Ágata,nan,8.7,RA-508,nan,nan,nan,nan,nan,2B,7.671633333,nan,0.0,3.0,0.0,0.0,2.0,0.0,0.0
2022,2011,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2011-03-09,-1.0,nan,nan,nan,,FASE 2,Fase 3 (7° e 8° ano),Masculino,9.0,5.0,7.4,12,8.4,7.417366667,,7.857,,nan,,Privada,8.541666667,2.52,8.755,6.0,Aluno-495,3.0,nan,Ametista,,nan,Ametista,nan,8.8,RA-495,nan,nan,nan,nan,nan,2B,7.417366667,nan,0.0,3.0,0.0,0.0,3.0,0.0,0.0
2023,2009,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2009-04-16,-2.0,nan,nan,nan,,FASE 2,Fase 4 (9° ano),Masculino,5.3,5.0,6.4,14,6.8,6.472333333,,,,nan,,Pública,8.958333333,2.52,8.2975,4.3,Aluno-1078,3.0,nan,Agata,,nan,nan,nan,8.5,RA-1078,nan,nan,nan,nan,nan,2B,6.472333333,nan,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2017,2011,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2011-12-02,-1.0,nan,nan,nan,,FASE 2,Fase 3 (7° e 8° ano),Masculino,0.0,5.0,8.9,12,9.6,7.059666667,,7.721,,nan,,Pública,9.166666667,2.52,8.505,9.0,Aluno-340,3.0,Ametista,Ametista,,Ágata,Ametista,nan,8.7,RA-340,nan,nan,nan,nan,nan,2B,7.059666667,Ametista,3.0,3.0,0.0,2.0,3.0,0.0,3.0
2023,2010,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2010-02-12,-1.0,nan,nan,nan,,FASE 2,Fase 3 (7° e 8° ano),Masculino,9.0,5.0,7.6,13,8.1,6.916533333,,,,nan,,Pública,7.083333333,2.52,7.13,7.3,Aluno-1079,3.0,nan,Agata,,nan,nan,nan,7.8,RA-1079,nan,nan,nan,nan,nan,2B,6.916533333,nan,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2023,2011,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2011-06-15,-1.0,nan,nan,nan,,FASE 2,Fase 3 (7° e 8° ano),Masculino,7.9,5.0,1.5,12,10.0,6.571966667,,,,nan,,Pública,8.541666667,5.0,8.13,0.0,Aluno-1080,3.0,nan,Agata,,nan,nan,nan,3.0,RA-1080,nan,nan,nan,nan,nan,2B,6.571966667,nan,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2023,2009,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2009-07-29,-2.0,nan,nan,nan,,FASE 2,Fase 4 (9° ano),Feminino,10.0,5.0,6.5,14,10.0,7.666033333,,,,nan,,Pública,8.958333333,2.52,8.59,8.0,Aluno-1081,3.0,nan,Ametista,,nan,nan,nan,5.0,RA-1081,nan,nan,nan,nan,nan,2B,7.666033333,nan,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2023,2011,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2011-07-04,-1.0,nan,nan,nan,,FASE 2,Fase 3 (7° e 8° ano),Feminino,9.5,5.0,5.0,12,9.5,7.1617,,,,nan,,Pública,8.75,2.52,8.4225,3.5,Aluno-1082,3.0,nan,Ametista,,nan,nan,nan,6.5,RA-1082,nan,nan,nan,nan,nan,2B,7.1617,nan,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2023,2013,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2013-06-28,0.0,nan,nan,nan,,FASE 2,Fase 2 (5° e 6° ano),Feminino,6.8,10.0,7.5,10,10.0,8.2345,,,,nan,,Pública,8.75,5.0,8.38,7.0,Aluno-1083,3.0,nan,Topázio,,nan,nan,nan,8.0,RA-1083,nan,nan,nan,nan,nan,2B,8.2345,nan,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2022,2012,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2012-06-19,0.0,nan,nan,nan,,FASE 2,Fase 2 (5° e 6° ano),Masculino,9.5,10.0,7.7,11,10.0,8.3252,,8.057,,nan,,Pública,8.75,2.52,8.59,6.3,Aluno-531,3.0,nan,Topázio,,nan,Ametista,nan,9.0,RA-531,nan,nan,nan,nan,nan,2B,8.3252,nan,0.0,4.0,0.0,0.0,3.0,0.0,0.0
2023,2012,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2012-06-13,0.0,nan,nan,nan,,FASE 2,Fase 2 (5° e 6° ano),Feminino,8.4,10.0,6.8,11,10.0,7.9948,,,,nan,,Pública,8.75,2.52,8.38,5.0,Aluno-1084,3.0,nan,Ametista,,nan,nan,nan,8.5,RA-1084,nan,nan,nan,nan,nan,2B,7.9948,nan,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2019,2013,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2013-06-27,0.0,nan,nan,nan,,FASE 2,Fase 2 (5° e 6° ano),Masculino,10.0,10.0,9.3,10,9.8,8.6807,,8.903,,nan,,Privada - Programa de Apadrinhamento,8.75,2.52,8.7175,9.0,Aluno-516,3.0,Topázio,Topázio,,Topázio,Topázio,nan,9.5,RA-516,nan,nan,nan,nan,nan,2B,8.6807,Topázio,4.0,4.0,0.0,4.0,4.0,0.0,4.0
2022,2010,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2010-06-05,-1.0,nan,nan,nan,,FASE 2,Fase 3 (7° e 8° ano),Masculino,10.0,5.0,4.4,13,8.7,6.817866667,,5.864,,nan,,Pública,8.541666667,2.52,8.0075,2.0,Aluno-348,3.0,nan,Agata,,nan,Quartzo,nan,6.7,RA-348,nan,nan,nan,nan,nan,2B,6.817866667,nan,0.0,2.0,0.0,0.0,1.0,0.0,0.0
2023,2011,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2011-04-29,-1.0,nan,nan,nan,,FASE 2,Fase 3 (7° e 8° ano),Feminino,0.0,5.0,6.7,12,9.8,6.563833333,,,,nan,,Pública,8.958333333,2.52,8.13,6.0,Aluno-1085,3.0,nan,Agata,,nan,nan,nan,7.3,RA-1085,nan,nan,nan,nan,nan,2C,6.563833333,nan,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2023,2011,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2011-06-21,-1.0,nan,nan,nan,,FASE 2,Fase 3 (7° e 8° ano),Feminino,8.5,5.0,5.7,12,9.4,7.2382,,,,nan,,Pública,8.75,2.52,8.755,6.0,Aluno-1086,3.0,nan,Ametista,,nan,nan,nan,5.3,RA-1086,nan,nan,nan,nan,nan,2C,7.2382,nan,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2023,2011,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2011-03-15,-1.0,nan,nan,nan,,FASE 2,Fase 3 (7° e 8° ano),Feminino,10.0,5.0,5.4,12,9.5,7.2067,,,,nan,,Pública,8.75,2.52,8.0475,3.7,Aluno-1087,3.0,nan,Ametista,,nan,nan,nan,7.0,RA-1087,nan,nan,nan,nan,nan,2C,7.2067,nan,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2018,2010,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2010-11-28,-1.0,nan,nan,nan,,FASE 2,Fase 3 (7° e 8° ano),Feminino,8.5,5.0,8.6,13,8.1,7.606033333,,7.808,,nan,,Pública,8.958333333,2.52,8.84,8.2,Aluno-509,3.0,Ametista,Ametista,,Ágata,Ametista,nan,9.0,RA-509,nan,nan,nan,nan,nan,2C,7.606033333,Ametista,3.0,3.0,0.0,2.0,3.0,0.0,3.0
2020,2012,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2012-07-24,0.0,nan,nan,nan,,FASE 2,Fase 2 (5° e 6° ano),Masculino,7.9,10.0,6.6,11,10.0,7.8883,,7.826,,nan,,Pública,8.75,2.52,8.2975,5.3,Aluno-499,3.0,Ágata,Ametista,,Ametista,Ametista,nan,7.8,RA-499,nan,nan,nan,nan,nan,2C,7.8883,Ágata,2.0,3.0,0.0,3.0,3.0,0.0,2.0
2020,2012,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2012-06-29,0.0,nan,nan,nan,,FASE 2,Fase 2 (5° e 6° ano),Feminino,9.5,10.0,7.9,11,10.0,8.427533333,,8.232,,nan,,Pública,8.958333333,2.52,8.7975,8.5,Aluno-500,3.0,Topázio,Topázio,,Topázio,Topázio,nan,7.2,RA-500,nan,nan,nan,nan,nan,2C,8.427533333,Topázio,4.0,4.0,0.0,4.0,4.0,0.0,4.0
2023,2010,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2010-09-15,-1.0,nan,nan,nan,,FASE 2,Fase 3 (7° e 8° ano),Masculino,9.5,5.0,6.8,13,9.8,7.4717,,,,nan,,Pública,8.75,2.52,7.9225,6.0,Aluno-1088,3.0,nan,Ametista,,nan,nan,nan,7.5,RA-1088,nan,nan,nan,nan,nan,2C,7.4717,nan,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2023,2012,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2012-08-03,0.0,nan,nan,nan,,FASE 2,Fase 2 (5° e 6° ano),Feminino,9.0,10.0,7.0,11,9.5,7.9947,,,,nan,,Pública,8.75,2.52,8.3375,6.0,Aluno-1089,3.0,nan,Ametista,,nan,nan,nan,8.0,RA-1089,nan,nan,nan,nan,nan,2C,7.9947,nan,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2023,2010,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2010-07-22,-1.0,nan,nan,nan,,FASE 2,Fase 3 (7° e 8° ano),Masculino,9.0,5.0,9.0,13,9.6,7.844033333,,,,nan,,Pública,8.958333333,2.52,7.88,8.7,Aluno-1090,3.0,nan,Ametista,,nan,nan,nan,9.3,RA-1090,nan,nan,nan,nan,nan,2C,7.844033333,nan,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2020,2012,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2012-08-09,0.0,nan,nan,nan,,FASE 2,Fase 2 (5° e 6° ano),Masculino,9.5,10.0,8.7,11,10.0,8.4682,,7.95,,nan,,Pública,8.75,2.52,8.255,8.7,Aluno-503,3.0,Topázio,Topázio,,Topázio,Ametista,nan,8.7,RA-503,nan,nan,nan,nan,nan,2C,8.4682,Topázio,4.0,4.0,0.0,4.0,3.0,0.0,4.0
2023,2011,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2011-10-15,-1.0,nan,nan,nan,,FASE 2,Fase 3 (7° e 8° ano),Masculino,8.5,5.0,9.5,12,9.0,8.032533333,,,,nan,,Pública,8.958333333,2.52,9.1725,9.3,Aluno-1091,3.0,nan,Topázio,,nan,nan,nan,9.7,RA-1091,nan,nan,nan,nan,nan,2C,8.032533333,nan,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2023,2011,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2011-01-24,-1.0,nan,nan,nan,,FASE 2,Fase 3 (7° e 8° ano),Masculino,7.8,5.0,6.9,12,9.8,7.41,,,,nan,,Pública,8.75,2.52,8.2975,6.0,Aluno-1092,3.0,nan,Ametista,,nan,nan,nan,7.8,RA-1092,nan,nan,nan,nan,nan,2C,7.41,nan,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2023,2012,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2012-03-22,0.0,nan,nan,nan,,FASE 2,Fase 2 (5° e 6° ano),Masculino,7.0,10.0,9.2,11,9.3,8.197533333,,,,nan,,Pública,8.958333333,2.52,8.2975,9.3,Aluno-1093,3.0,nan,Topázio,,nan,nan,nan,9.0,RA-1093,nan,nan,nan,nan,nan,2C,8.197533333,nan,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2023,2011,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2011-12-25,0.0,nan,nan,nan,,FASE 2,Fase 2 (5° e 6° ano),Feminino,7.8,10.0,8.5,12,9.5,8.1779,,,,nan,,Pública,8.75,2.52,8.3375,7.8,Aluno-1094,3.0,nan,Topázio,,nan,nan,nan,9.2,RA-1094,nan,nan,nan,nan,nan,2C,8.1779,nan,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2023,2010,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2010-11-07,-1.0,nan,nan,nan,,FASE 2,Fase 3 (7° e 8° ano),Masculino,0.0,5.0,5.3,13,9.8,6.238,,,,nan,,Pública,8.75,2.52,8.005,5.8,Aluno-1095,3.0,nan,Agata,,nan,nan,nan,4.7,RA-1095,nan,nan,nan,nan,nan,2C,6.238,nan,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2022,2012,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2012-10-04,0.0,nan,nan,nan,,FASE 2,Fase 2 (5° e 6° ano),Feminino,5.8,10.0,8.4,11,9.0,7.6354,,8.27,,nan,,Pública,8.125,2.52,7.5875,8.0,Aluno-324,3.0,nan,Ametista,,nan,Topázio,nan,8.7,RA-324,nan,nan,nan,nan,nan,2D,7.6354,nan,0.0,3.0,0.0,0.0,4.0,0.0,0.0
2022,2011,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2011-09-04,-1.0,nan,nan,nan,,FASE 2,Fase 3 (7° e 8° ano),Feminino,10.0,5.0,9.0,12,9.7,7.972033333,,8.206,,nan,,Pública,8.958333333,2.52,7.92,8.8,Aluno-350,3.0,nan,Ametista,,nan,Topázio,nan,9.2,RA-350,nan,nan,nan,nan,nan,2D,7.972033333,nan,0.0,3.0,0.0,0.0,4.0,0.0,0.0
2017,2010,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2010-07-25,-1.0,nan,nan,nan,,FASE 2,Fase 3 (7° e 8° ano),Feminino,4.1,5.0,6.6,13,9.0,6.3104,,7.604,,nan,,Pública,6.875,2.52,6.7125,4.5,Aluno-517,3.0,Ametista,Agata,,Ágata,Ametista,nan,8.7,RA-517,nan,nan,nan,nan,nan,2D,6.3104,Ametista,3.0,2.0,0.0,2.0,3.0,0.0,3.0
2022,2012,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2012-02-20,0.0,nan,nan,nan,,FASE 2,Fase 2 (5° e 6° ano),Masculino,0.0,10.0,5.6,11,7.1,6.243,,7.619,,nan,,Pública,8.125,5.0,7.0025,3.8,Aluno-325,3.0,nan,Agata,,nan,Ametista,nan,7.3,RA-325,nan,nan,nan,nan,nan,2D,6.243,nan,0.0,2.0,0.0,0.0,3.0,0.0,0.0
2022,2012,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2012-03-19,0.0,nan,nan,nan,,FASE 2,Fase 2 (5° e 6° ano),Masculino,8.5,10.0,6.7,11,8.5,7.5762,,7.661,,nan,,Pública,8.125,5.0,6.9175,5.5,Aluno-518,3.0,nan,Ametista,,nan,Ametista,nan,7.8,RA-518,nan,nan,nan,nan,nan,2D,7.5762,nan,0.0,3.0,0.0,0.0,3.0,0.0,0.0
2019,2012,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2012-02-25,0.0,nan,nan,nan,,FASE 2,Fase 2 (5° e 6° ano),Masculino,10.0,10.0,5.7,11,8.8,7.653033333,,8.338,,nan,,Pública,7.708333333,5.0,7.46,5.8,Aluno-530,3.0,Topázio,Ametista,,Topázio,Topázio,nan,5.5,RA-530,nan,nan,nan,nan,nan,2D,7.653033333,Topázio,4.0,3.0,0.0,4.0,4.0,0.0,4.0
2019,2011,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2011-05-09,-1.0,nan,nan,nan,,FASE 2,Fase 3 (7° e 8° ano),Masculino,6.4,5.0,8.9,12,9.2,7.331133333,,6.947,,nan,,Pública,8.333333333,2.52,7.42,9.0,Aluno-524,3.0,Ametista,Ametista,,Ametista,Ágata,nan,8.8,RA-524,nan,nan,nan,nan,nan,2D,7.331133333,Ametista,3.0,3.0,0.0,3.0,2.0,0.0,3.0
2023,2012,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2012-05-12,0.0,nan,nan,nan,,FASE 2,Fase 2 (5° e 6° ano),Feminino,9.5,10.0,9.6,11,9.9,8.615533333,,,,nan,,Pública,8.958333333,2.52,8.0875,9.5,Aluno-1096,3.0,nan,Topázio,,nan,nan,nan,9.7,RA-1096,nan,nan,nan,nan,nan,2D,8.615533333,nan,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2022,2010,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2010-05-03,-1.0,nan,nan,nan,,FASE 2,Fase 3 (7° e 8° ano),Masculino,9.5,5.0,8.8,13,9.8,8.0957,,8.079,,nan,,Pública,8.75,5.0,7.7525,8.3,Aluno-526,3.0,nan,Topázio,,nan,Topázio,nan,9.3,RA-526,nan,nan,nan,nan,nan,2D,8.0957,nan,0.0,4.0,0.0,0.0,4.0,0.0,0.0
2021,2011,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2011-03-08,-1.0,nan,nan,nan,,FASE 2,Fase 3 (7° e 8° ano),Masculino,9.0,5.0,8.2,12,8.5,7.6892,,5.335,,nan,,Pública,8.75,5.0,7.92,7.5,Aluno-528,3.0,nan,Ametista,,Ametista,Quartzo,nan,8.8,RA-528,nan,nan,nan,nan,nan,2D,7.6892,nan,0.0,3.0,0.0,3.0,1.0,0.0,0.0
2021,2010,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2010-04-25,-1.0,nan,nan,nan,,FASE 2,Fase 3 (7° e 8° ano),Masculino,0.0,5.0,5.4,13,8.1,5.8385,,7.131,,nan,,Pública,8.125,2.52,7.92,3.7,Aluno-534,3.0,nan,Quartzo,,Ametista,Ametista,nan,7.0,RA-534,nan,nan,nan,nan,nan,2D,5.8385,nan,0.0,1.0,0.0,3.0,3.0,0.0,0.0
2023,2009,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2009-06-07,-2.0,nan,nan,nan,,FASE 2,Fase 4 (9° ano),Masculino,9.5,5.0,5.4,14,8.6,6.9547,,,,nan,,Pública,8.125,5.0,6.96,4.3,Aluno-1097,3.0,nan,Agata,,nan,nan,nan,6.5,RA-1097,nan,nan,nan,nan,nan,2D,6.9547,nan,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2023,2010,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2010-10-22,-1.0,nan,nan,nan,,FASE 2,Fase 3 (7° e 8° ano),Feminino,9.5,5.0,6.4,13,9.5,7.2787,,,,nan,,Pública,8.125,2.52,7.92,6.3,Aluno-1098,3.0,nan,Ametista,,nan,nan,nan,6.5,RA-1098,nan,nan,nan,nan,nan,2D,7.2787,nan,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2020,2010,2023,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,,,,2010-10-20,-1.0,nan,nan,nan,,FASE 2,Fase 3 (7° e 8° ano),Masculino,9.5,5.0,8.5,13,8.1,7.750033333,,7.132,,nan,,Pública,8.958333333,5.0,7.92,7.3,Aluno-506,3.0,Ametista,Ametista,,Ágata,Ametista,nan,9.7,RA-506,nan,nan,nan,nan,nan,2D,7.750033333,Ametista,3.0,3.0,0.0,2.0,3.0,0.0,3.0
